ID,IATA,ICAO,name
654,NTB,ENNO,Notodden Airport
655,OLA,ENOL,Ørland Airport
656,RRS,ENRO,Røros Airport
657,RYG,ENRY,"Moss Airport, Rygge"
658,LYR,ENSB,"Svalbard Airport, Longyear"
659,SKE,ENSN,Skien Airport
660,SRP,ENSO,Stord Airport
662,SSJ,ENST,Sandnessjøen Airport (Stokka)
663,TOS,ENTC,"Tromsø Airport,"
664,TRF,ENTO,"Sandefjord Airport, Torp"
665,TRD,ENVA,Trondheim Airport Værnes
666,SVG,ENZV,Stavanger Airport Sola
667,,EPBC,Babice Airport
668,GDN,EPGD,Gdańsk Lech Wałęsa Airport
669,KRK,EPKK,Kraków John Paul II International Airport
670,,EPKM,Muchowiec Airport
671,KTW,EPKT,Katowice International Airport
673,,EPML,Mielec Airport
674,POZ,EPPO,Poznań-Ławica Airport
675,RZE,EPRZ,Rzeszów-Jasionka Airport
676,SZZ,EPSC,"Szczecin-Goleniów ""Solidarność"" Airport"
677,OSP,EPSK,Redzikowo Air Base
678,,EPSN,Swidwin Military Air Base
679,WAW,EPWA,Warsaw Chopin Airport
680,WRO,EPWR,Copernicus Wrocław Airport
681,IEG,EPZG,Zielona Góra-Babimost Airport
682,,ESCF,Malmen Air Base
683,,ESCK,Bråvalla Air Base
684,,ESCM,Uppsala Airport
685,RNB,ESDF,Ronneby Airport
686,,ESFR,Råda Air Base
687,GOT,ESGG,Gothenburg-Landvetter Airport
688,JKG,ESGJ,Jönköping Airport
689,,ESGK,Falköping Airport
690,LDK,ESGL,Lidköping-Hovby Airport
691,GSE,ESGP,Gothenburg City Airport
692,KVB,ESGR,Skövde Airport
693,THN,ESGT,Trollhättan-Vänersborg Airport
694,,ESIA,Karlsborg Air Base
695,,ESIB,Såtenäs Air Base
696,,ESKB,Barkarby Airport
697,KSK,ESKK,Karlskoga Airport
698,MXX,ESKM,Mora Airport
699,NYO,ESKN,Stockholm Skavsta Airport
700,,ESKV,Arvika Airport
701,,ESMA,Emmaboda Airfield
702,,ESMG,Feringe Airport
703,KID,ESMK,Kristianstad Airport
704,,ESML,Landskrona Airport
705,OSK,ESMO,Oskarshamn Airport
706,,ESMP,Anderstorp Airport
707,KLR,ESMQ,Kalmar Airport
708,MMX,ESMS,Malmö Sturup Airport
709,HAD,ESMT,Halmstad Airport
710,,ESMV,Hagshult Air Base
711,VXO,ESMX,Växjö Kronoberg Airport
712,,ESNA,Hallviken Airport
713,,ESNC,Hedlanda Airport
714,EVG,ESND,Sveg Airport
715,GEV,ESNG,Gällivare Airport
716,HUV,ESNH,Hudiksvall Airport
717,,ESNJ,Jokkmokk Airport
718,KRF,ESNK,Kramfors Sollefteå Airport
719,LYC,ESNL,Lycksele Airport
720,,ESNM,Optand Airport
721,SDL,ESNN,Sundsvall-Härnösand Airport
722,OER,ESNO,Örnsköldsvik Airport
723,,ESNP,Piteå Airport
724,KRN,ESNQ,Kiruna Airport
725,,ESNR,Orsa Airport
726,SFT,ESNS,Skellefteå Airport
727,,ESNT,Sättna Airport
728,UME,ESNU,Umeå Airport
729,VHM,ESNV,Vilhelmina Airport
730,AJR,ESNX,Arvidsjaur Airport
731,ORB,ESOE,Örebro Airport
733,VST,ESOW,Stockholm Västerås Airport
734,LLA,ESPA,Luleå Airport
735,,ESPE,Vidsel Air Base
736,,ESQO,Arboga Airport
737,ARN,ESSA,Stockholm-Arlanda Airport
738,BMA,ESSB,Stockholm-Bromma Airport
739,BLE,ESSD,Borlange Airport
740,HLF,ESSF,Hultsfred Airport
741,GVX,ESSK,Gävle Sandviken Airport
742,LPI,ESSL,Linköping City Airport
743,NRK,ESSP,Norrköping Airport
745,EKT,ESSU,Eskilstuna Airport
746,VBY,ESSV,Visby Airport
748,,ESUK,Kalixfors Airport
750,SPM,ETAD,Spangdahlem Air Base
751,RMS,ETAR,Ramstein Air Base
753,GHF,ETEU,[Duplicate] Giebelstadt Army Air Field
754,,ETHB,Bückeburg Air Base
755,ZCN,ETHC,Celle Airport
756,,ETHE,Rheine Bentlage Air Base
757,FRZ,ETHF,Fritzlar Airport
758,,ETHL,Laupheim Air Base
759,,ETHM,Mendig Airfield
760,,ETHN,Niederstetten Army Air Base
761,,ETHR,Roth Airport
762,,ETHS,Fassberg Air Base
763,,ETIC,Grafenwohr Army Air Field
764,ZNF,ETID,Hanau Army Air Field
765,,ETIH,Hohenfels Army Air Field
766,KZG,ETIN,Flugplatz Kitzingen
767,FCN,ETMN,Nordholz Naval Airbase
768,,ETND,Diepholz Air Base
769,GKE,ETNG,Geilenkirchen Air Base
770,,ETNH,Hohn Air Base
771,,ETNJ,Jever Air Base
772,RLG,ETNL,Rostock-Laage Airport
773,,ETNN,Nörvenich Air Base
774,WBG,ETNS,Schleswig Air Base
775,,ETNT,Wittmundhafen Airport
777,,ETNW,Wunstorf Air Base
778,,ETOI,Vilseck Army Air Field
779,,ETOR,Coleman Army Air Field
780,WIE,ETOU,Wiesbaden Army Airfield
781,,ETSA,Landsberg Lech Air Base
782,,ETSB,Büchel Air Base
783,,ETSE,Erding Airport
784,FEL,ETSF,Fürstenfeldbruck Air Base
785,,ETSH,Holzdorf Air Base
786,IGS,ETSI,Ingolstadt Manching Airport
787,,ETSL,Lechfeld Air Base
788,,ETSN,Neuburg AFB
789,GUT,ETUO,Gütersloh Air Base
790,ALJ,FAAB,Alexander Bay Airport
791,AGZ,FAAG,Aggeneys Airport
792,,FABB,Brakpan Airport
793,BIY,FABE,Bisho Airport
794,BFN,FABL,Bram Fischer International Airport
795,,FABM,Bethlehem Airport
796,,FABO,Hendrik Potgieter Airport
797,CPT,FACT,Cape Town International Airport
798,,FACV,Calvinia Airport
799,DUR,FALE,King Shaka International Airport
800,ELS,FAEL,Ben Schoeman Airport
801,,FAEO,Ermelo Airport
802,FCB,FAFB,Ficksburg Sentraoes Airport
803,GCJ,FAGC,Grand Central Airport
804,GRJ,FAGG,George Airport
806,,FAGR,Graaff Reinet Airport
807,,FAGT,Grahamstown Airport
808,,FAGY,Greytown Airport
809,,FAHA,Harmony Airport
810,HRS,FAHR,Harrismith Airport
811,HDS,FAHS,Hoedspruit Air Force Base Airport
812,,FAHV,Gariep Dam Airport
813,JNB,FAOR,OR Tambo International Airport
814,KXE,FAKD,P C Pelser Airport
815,KIM,FAKM,Kimberley Airport
816,,FAKR,Krugersdorp Airport
817,,FAKS,Kroonstad Airport
818,KMH,FAKU,Johan Pienaar Airport
819,KLZ,FAKZ,Kleinsee Airport
820,HLA,FALA,Lanseria Airport
821,,FALI,Lichtenburg Airport
822,,FALM,Makhado Air Force Base Airport
823,SDB,FALW,Langebaanweg Airport
824,LAY,FALY,Ladysmith Airport
825,,FAMB,Middelburg Airport
827,MGH,FAMG,Margate Airport
828,,FAMI,Marble Hall Airport
829,,FAMJ,Majuba Power Station Airport
831,LLE,FAMN,Riverside Airport
832,,FAMS,Morningside Farm Airport
833,MZQ,FAMU,Mkuze Airport
834,NCS,FANC,Newcastle Airport
835,,FANY,Nylstroom Airfield
836,OVG,FAOB,Overberg Airport
837,OUH,FAOH,Oudtshoorn Airport
838,PLZ,FAPE,Port Elizabeth Airport
839,PBZ,FAPG,Plettenberg Bay Airport
840,PHW,FAPH,Hendrik Van Eck Airport
841,,FAPI,Pietersburg Municipal Airport
842,JOH,FAPJ,Port St Johns Airport
843,PZB,FAPM,Pietermaritzburg Airport
844,NTY,FAPN,Pilanesberg International Airport
845,PTG,FAPP,Polokwane International Airport
846,PCF,FAPS,Potchefstroom Airport
847,,FAPY,Parys Airport
848,UTW,FAQT,Queenstown Airport
849,RCB,FARB,Richards Bay Airport
850,,FARG,Rustenburg Airport
851,ROD,FARS,Robertson Airport
852,SBU,FASB,Springbok Airport
853,ZEC,FASC,Secunda Airport
854,,FASD,Saldanha /Vredenburg Airport
855,,FASI,Springs Airfield
856,,FASK,Swartkop Air Force Base
857,SIS,FASS,Sishen Airport
858,,FASX,Hendrik Swellengrebel Airport
859,SZK,FASZ,Skukuza Airport
860,,FATF,Tommys Field Airport
861,,FATP,New Tempe Airport
862,,FATT,Tutuka Power Station Airport
863,LTA,FATZ,Tzaneen Airport
864,ULD,FAUL,Prince Mangosuthu Buthelezi Airport
865,UTN,FAUP,Pierre Van Ryneveld Airport
866,UTT,FAUT,K. D. Matanzima Airport
867,VRU,FAVB,Vryburg Airport
868,VIR,FAVG,Virginia Airport
869,VRE,FAVR,Vredendal Airport
870,,FAVV,Vereeniging Airport
871,PRY,FAWB,Wonderboom Airport
872,,FAWI,Witbank Airport
873,WKF,FAWK,Waterkloof Air Force Base
874,,FAWM,Welkom Airport
875,,FAYP,Ysterplaat Air Force Base
876,,FAZR,Zeerust Airport
877,FRW,FBFT,Francistown Airport
878,JWA,FBJW,Jwaneng Airport
879,BBK,FBKE,Kasane Airport
880,MUB,FBMN,Maun Airport
881,GBE,FBSK,Sir Seretse Khama International Airport
882,PKW,FBSP,Selebi Phikwe Airport
883,BZV,FCBB,Maya-Maya Airport
884,FTX,FCOO,Owando Airport
885,OUE,FCOU,Ouesso Airport
886,PNR,FCPP,Pointe Noire Airport
887,MTS,FDMS,Matsapha Airport
888,BGF,FEFF,Bangui M'Poko International Airport
889,BBT,FEFT,Berbérati Airport
890,BSG,FGBT,Bata Airport
891,SSG,FGSL,Malabo Airport
892,ASI,FHAW,RAF Ascension Island
893,MRU,FIMP,Sir Seewoosagur Ramgoolam International Airport
894,RRG,FIMR,Sir Charles Gaetan Duval Airport
895,NKW,FJDG,Diego Garcia Naval Support Facility
896,TKC,FKKC,Tiko Airport
897,DLA,FKKD,Douala International Airport
898,MVR,FKKL,Salak Airport
899,FOM,FKKM,Foumban Nkounja Airport
900,NGE,FKKN,N'Gaoundéré Airport
901,GOU,FKKR,Garoua International Airport
902,BFX,FKKU,Bafoussam Airport
903,BPC,FKKV,Bamenda Airport
904,YAO,FKKY,Yaoundé Airport
905,CGJ,FLKE,Kasompe Airport
906,LVI,FLLI,Livingstone Airport
907,LUN,FLLS,Kenneth Kaunda International Airport Lusaka
908,MFU,FLMF,Mfuwe Airport
909,MNR,FLMG,Mongu Airport
910,NLA,FLND,Simon Mwansa Kapwepwe International Airport
911,KIW,FLSO,Southdowns Airport
912,HAH,FMCH,Prince Said Ibrahim International Airport
913,NWA,FMCI,Mohéli Bandar Es Eslam Airport
914,AJN,FMCV,Ouani Airport
915,DZA,FMCZ,Dzaoudzi Pamandzi International Airport
916,RUN,FMEE,Roland Garros Airport
917,ZSE,FMEP,Pierrefonds Airport
918,TNR,FMMI,Ivato Airport
919,ZVA,FMMN,Miandrivazo Airport
920,SMS,FMMS,Sainte Marie Airport
921,TMM,FMMT,Toamasina Airport
922,MOQ,FMMV,Morondava Airport
923,DIE,FMNA,Arrachart Airport
924,WMR,FMNC,Mananara Nord Airport
925,ZWA,FMND,Andapa Airport
926,AMB,FMNE,Ambilobe Airport
927,ANM,FMNH,Antsirabato Airport
928,HVA,FMNL,Analalava Airport
929,MJN,FMNM,Amborovy Airport
930,NOS,FMNN,Fascene Airport
931,BPY,FMNQ,Besalampy Airport
932,WMN,FMNR,Maroantsetra Airport
933,SVB,FMNS,Sambava Airport
934,VOH,FMNV,Vohimarina Airport
935,WAI,FMNW,Ambalabe Airport
936,IVA,FMNZ,Ampampamena Airport
937,FTU,FMSD,Tôlanaro Airport
938,WFI,FMSF,Fianarantsoa Airport
939,RVA,FMSG,Farafangana Airport
940,WVK,FMSK,Manakara Airport
941,MNJ,FMSM,Mananjary Airport
942,MXM,FMSR,Morombe Airport
943,TLE,FMST,Toliara Airport
944,SSY,FNBC,Mbanza Congo Airport
945,BUG,FNBG,Benguela Airport
946,CAB,FNCA,Cabinda Airport
948,NOV,FNHU,Nova Lisboa Airport
949,SVP,FNKU,Kuito Airport
950,,FNLB,Lobito Airport
951,LAD,FNLU,Quatro de Fevereiro Airport
952,MEG,FNMA,Malanje Airport
953,SPP,FNME,Menongue Airport
955,GXG,FNNG,Negage Airport
956,PBN,FNPA,Porto Amboim Airport
957,VHC,FNSA,Saurimo Airport
958,SZA,FNSO,Soyo Airport
959,SDD,FNUB,Lubango Airport
960,LUO,FNUE,Luena Airport
961,UGO,FNUG,Uige Airport
962,XGN,FNXA,Xangongo Airport
963,OYE,FOGO,Oyem Airport
964,OKN,FOGQ,Okondja Airport
965,LBQ,FOGR,Lambarene Airport
966,BMM,FOOB,Bitam Airport
967,POG,FOOG,Port Gentil Airport
968,OMB,FOOH,Omboue Hopital Airport
969,MKU,FOOK,Makokou Airport
970,LBV,FOOL,Libreville Leon M'ba International Airport
971,MVB,FOON,M'Vengue El Hadj Omar Bongo Ondimba International Airport
972,PCP,FPPR,Principe Airport
973,TMS,FPST,São Tomé International Airport
974,BEW,FQBR,Beira Airport
976,INH,FQIN,Inhambane Airport
977,VXC,FQLC,Lichinga Airport
978,LFB,FQLU,Lumbo Airport
979,MPM,FQMA,Maputo Airport
980,MUD,FQMD,Mueda Airport
981,MZB,FQMP,Mocímboa da Praia Airport
982,,FQMR,Marrupa Airport
983,MNC,FQNC,Nacala Airport
984,APL,FQNP,Nampula Airport
985,POL,FQPB,Pemba Airport
986,UEL,FQQL,Quelimane Airport
987,,FQSG,Songo Airport
988,TET,FQTT,Chingozi Airport
989,,FQUG,Ulongwe Airport
990,VNX,FQVL,Vilankulo Airport
991,,FSAL,Alphonse Airport
992,DES,FSDR,Desroches Airport
993,,FSFA,Farquhar Airport
994,SEZ,FSIA,Seychelles International Airport
995,PRI,FSPP,Praslin Airport
996,,FSSC,Coetivy Airport
997,AEH,FTTC,Abeche Airport
998,MQQ,FTTD,Moundou Airport
999,NDJ,FTTJ,N'Djamena International Airport
1000,FYT,FTTY,Faya Largeau Airport
1001,BUQ,FVBU,Joshua Mqabuko Nkomo International Airport
1002,,FVCP,Charles Prince Airport
1003,BFO,FVCZ,Buffalo Range Airport
1004,VFA,FVFA,Victoria Falls International Airport
1005,HRE,FVHA,Robert Gabriel Mugabe International Airport
1006,KAB,FVKB,Kariba International Airport
1007,,FVMT,Mutoko Airport
1008,UTA,FVMU,Mutare Airport
1009,MVZ,FVMV,Masvingo International Airport
1010,,FVSH,Zvishavane Airport
1011,GWE,FVTL,Thornhill Air Base
1012,HWN,FVWN,Hwange National Park Airport
1013,BLZ,FWCL,Chileka International Airport
1014,KGJ,FWKA,Karonga Airport
1015,KBQ,FWKG,Kasungu Airport
1016,LLW,FWKI,Lilongwe International Airport
1017,ZZU,FWUU,Mzuzu Airport
1018,MSU,FXMM,Moshoeshoe I International Airport
1019,,FXMU,Mejametalana Airbase
1020,FIH,FZAA,Ndjili International Airport
1021,NLO,FZAB,Ndolo Airport
1022,MNB,FZAG,Muanda Airport
1023,,FZAI,Kitona Base Airport
1024,FDU,FZBO,Bandundu Airport
1025,KKW,FZCA,Kikwit Airport
1026,MDK,FZEA,Mbandaka Airport
1027,BDT,FZFD,Gbadolite Airport
1028,GMA,FZFK,Gemena Airport
1029,KLI,FZFP,Kotakoli Airport
1030,LIQ,FZGA,Lisala Airport
1031,FKI,FZIC,Bangoka International Airport
1032,IRP,FZJH,Matari Airport
1033,BUX,FZKA,Bunia Airport
1034,BZU,FZKJ,Buta Zega Airport
1035,BKY,FZMA,Bukavu Kavumu Airport
1036,GOM,FZNA,Goma International Airport
1037,KND,FZOA,Kindu Airport
1038,FBM,FZQA,Lubumbashi International Airport
1039,KWZ,FZQM,Kolwezi Airport
1040,FMI,FZRF,Kalemie Airport
1041,KMN,FZSA,Kamina Base Airport
1042,KGA,FZUA,Kananga Airport
1043,MJM,FZWA,Mbuji Mayi Airport
1044,BKO,GABS,Modibo Keita International Airport
1045,GAQ,GAGO,Gao Airport
1046,KYS,GAKY,Kayes Dag Dag Airport
1047,MZI,GAMB,Mopti Airport
1048,TOM,GATB,Timbuktu Airport
1049,,GATS,Tessalit Airport
1050,BJL,GBYD,Banjul International Airport
1051,FUE,GCFV,Fuerteventura Airport
1052,VDE,GCHI,Hierro Airport
1053,SPC,GCLA,La Palma Airport
1054,LPA,GCLP,Gran Canaria Airport
1055,ACE,GCRR,Lanzarote Airport
1056,TFS,GCTS,Tenerife South Airport
1057,TFN,GCXO,Tenerife Norte Airport
1058,MLN,GEML,Melilla Airport
1059,FNA,GFLL,Lungi International Airport
1060,,GGCF,Cufar Airport
1062,MLW,GLMR,Spriggs Payne Airport
1063,ROB,GLRB,Roberts International Airport
1064,AGA,GMAD,Al Massira Airport
1065,TTA,GMAT,Tan Tan Airport
1066,FEZ,GMFF,Saïss Airport
1067,,GMFI,Ifrane Airport
1068,ERH,GMFK,Moulay Ali Cherif Airport
1069,MEK,GMFM,Bassatine Airport
1070,OUD,GMFO,Angads Airport
1071,GMD,GMMB,Ben Slimane Airport
1072,RBA,GMME,Rabat-Salé Airport
1074,CMN,GMMN,Mohammed V International Airport
1075,RAK,GMMX,Menara Airport
1076,NNA,GMMY,Kenitra Airport
1077,OZZ,GMMZ,Ouarzazate Airport
1078,AHU,GMTA,Cherif Al Idrissi Airport
1079,TTU,GMTN,Saniat R'mel Airport
1080,TNG,GMTT,Ibn Batouta Airport
1081,ZIG,GOGG,Ziguinchor Airport
1082,CSK,GOGS,Cap Skirring Airport
1083,KLC,GOOK,Kaolack Airport
1084,DKR,GOOY,Léopold Sédar Senghor International Airport
1085,XLS,GOSS,Saint Louis Airport
1086,BXE,GOTB,Bakel Airport
1087,KGG,GOTK,Kédougou Airport
1088,TUD,GOTT,Tambacounda Airport
1089,AEO,GQNA,Aioun el Atrouss Airport
1090,TIY,GQND,Tidjikja Airport
1091,KFA,GQNF,Kiffa Airport
1092,EMN,GQNI,Néma Airport
1093,KED,GQNK,Kaédi Airport
1094,NKC,GQNO,Nouakchott–Oumtounsy International Airport
1095,SEY,GQNS,Sélibaby Airport
1096,ATR,GQPA,Atar International Airport
1097,NDB,GQPP,Nouadhibou International Airport
1098,,GQPT,Bir Moghrein Airport
1099,FIG,GUFA,Fria Airport
1100,FAA,GUFH,Faranah Airport
1101,LEK,GULB,Tata Airport
1102,SID,GVAC,Amílcar Cabral International Airport
1103,BVC,GVBA,Rabil Airport
1104,MMO,GVMA,Maio Airport
1105,SNE,GVSN,Preguiça Airport
1106,VXE,GVSV,São Pedro Airport
1107,ADD,HAAB,Addis Ababa Bole International Airport
1108,,HAAL,Lideta Army Airport
1109,AMH,HAAM,Arba Minch Airport
1110,AXU,HAAX,Axum Airport
1111,BJR,HABD,Bahir Dar Airport
1112,DIR,HADR,Aba Tenna Dejazmach Yilma International Airport
1113,GMB,HAGM,Gambella Airport
1114,GDQ,HAGN,Gonder Airport
1116,JIM,HAJM,Jimma Airport
1117,LLI,HALL,Lalibella Airport
1118,MQX,HAMK,Mekele Airport
1119,ASO,HASO,Asosa Airport
1120,BJM,HBBA,Bujumbura International Airport
1121,HGA,HCMH,Egal International Airport
1122,BBO,HCMI,Berbera Airport
1123,KMU,HCMK,Kisimayu Airport
1126,ALY,HEAX,El Nouzha Airport
1127,ABS,HEBL,Abu Simbel Airport
1128,CAI,HECA,Cairo International Airport
1129,CWE,HECW,Cairo West Airport
1130,HRG,HEGN,Hurghada International Airport
1131,EGH,HEGR,El Gora Airport
1132,LXR,HELX,Luxor International Airport
1133,MUH,HEMM,Mersa Matruh Airport
1134,PSD,HEPS,Port Said Airport
1135,SKV,HESC,St Catherine International Airport
1136,ASW,HESN,Aswan International Airport
1137,ELT,HETR,El Tor Airport
1138,EDL,HKEL,Eldoret International Airport
1139,GGM,HKKG,Kakamega Airport
1140,KIS,HKKI,Kisumu Airport
1141,KTL,HKKT,Kitale Airport
1143,LOK,HKLO,Lodwar Airport
1144,LAU,HKLU,Manda Airstrip
1145,MBA,HKMO,Mombasa Moi International Airport
1146,,HKNV,Naivasha Airport
1147,WIL,HKNW,Nairobi Wilson Airport
1148,,HKRE,Moi Air Base
1149,WJR,HKWJ,Wajir Airport
1150,,HLFL,Bu Attifel Airport
1151,,HLGL,Warehouse 59e Airport
1152,GHT,HLGT,Ghat Airport
1153,AKF,HLKF,Kufra Airport
1154,BEN,HLLB,Benina International Airport
1156,SEB,HLLS,Sabha Airport
1157,TIP,HLLT,Tripoli International Airport
1158,LMQ,HLMB,Marsa Brega Airport
1159,,HLNF,Ras Lanuf Oil Airport
1160,HUQ,HLON,Hon Airport
1161,,HLRA,Dahra Airport
1162,LTD,HLTD,Ghadames East Airport
1163,,HLZA,Zella 74 Airport
1164,GYI,HRYG,Gisenyi Airport
1165,KGL,HRYR,Kigali International Airport
1166,KME,HRZA,Kamembe Airport
1167,DOG,HSDN,Dongola Airport
1168,RSS,HSDZ,Damazin Airport
1169,ELF,HSFS,El Fasher Airport
1170,KSL,HSKA,Kassala Airport
1171,KDX,HSLI,Kadugli Airport
1172,EBD,HSOB,El Obeid Airport
1173,JUB,HSSJ,Juba International Airport
1174,MAK,HSSM,Malakal Airport
1175,KRT,HSSS,Khartoum International Airport
1176,ARK,HTAR,Arusha Airport
1177,DAR,HTDA,Julius Nyerere International Airport
1178,DOD,HTDO,Dodoma Airport
1179,IRI,HTIR,Iringa Airport
1180,JRO,HTKJ,Kilimanjaro International Airport
1181,LKY,HTLM,Lake Manyara Airport
1182,MYW,HTMT,Mtwara Airport
1183,MWZ,HTMW,Mwanza Airport
1184,PMA,HTPE,Pemba Airport
1185,TGT,HTTG,Tanga Airport
1186,ZNZ,HTZA,Abeid Amani Karume International Airport
1187,EBB,HUEN,Entebbe International Airport
1189,SRT,HUSO,Soroti Airport
1190,TIA,LATI,Tirana International Airport Mother Teresa
1191,BOJ,LBBG,Burgas Airport
1192,GOZ,LBGO,Gorna Oryahovitsa Airport
1193,PDV,LBPD,Plovdiv International Airport
1194,SOF,LBSF,Sofia Airport
1195,SZR,LBSZ,Stara Zagora Airport
1196,VAR,LBWN,Varna Airport
1197,LCA,LCLK,Larnaca International Airport
1198,PFO,LCPH,Paphos International Airport
1199,AKT,LCRA,RAF Akrotiri
1200,DBV,LDDU,Dubrovnik Airport
1201,,LDOC,Osijek-Čepin Airfield
1202,OSI,LDOS,Osijek Airport
1203,PUY,LDPL,Pula Airport
1204,,LDRG,Grobnicko Polje Airport
1205,RJK,LDRI,Rijeka Airport
1206,SPU,LDSP,Split Airport
1207,,LDVA,Varaždin Airport
1208,ZAG,LDZA,Zagreb Airport
1209,ZAD,LDZD,Zadar Airport
1210,,LDZU,Udbina Air Base
1211,ABC,LEAB,Albacete-Los Llanos Airport
1212,ALC,LEAL,Alicante International Airport
1213,LEI,LEAM,Almería International Airport
1214,OVD,LEAS,Asturias Airport
1215,ODB,LEBA,Córdoba Airport
1216,BIO,LEBB,Bilbao Airport
1218,BCN,LEBL,Barcelona International Airport
1219,BJZ,LEBZ,Badajoz Airport
1220,LCG,LECO,A Coruña Airport
1221,,LEGA,Armilla Air Base
1222,GRO,LEGE,Girona Airport
1223,GRX,LEGR,Federico Garcia Lorca Airport
1224,,LEGT,Getafe Air Base
1225,IBZ,LEIB,Ibiza Airport
1226,XRY,LEJR,Jerez Airport
1227,MJV,LELC,San Javier Airport
1229,MAD,LEMD,Adolfo Suárez Madrid–Barajas Airport
1230,AGP,LEMG,Málaga Airport
1231,MAH,LEMH,Menorca Airport
1232,OZP,LEMO,Moron Air Base
1233,,LEOC,Ocaña Airport
1234,PNA,LEPP,Pamplona Airport
1235,,LERI,Alcantarilla Air Base
1236,REU,LERS,Reus Air Base
1237,ROZ,LERT,Rota Naval Station Airport
1238,SLM,LESA,Salamanca Airport
1239,,LESB,Son Bonet Airport
1241,,LESL,San Luis Airport
1242,EAS,LESO,San Sebastian Airport
1243,SCQ,LEST,Santiago de Compostela Airport
1244,LEU,LESU,Pirineus - la Seu d'Urgel Airport
1245,TOJ,LETO,Torrejón Airport
1246,VLC,LEVC,Valencia Airport
1247,VLL,LEVD,Valladolid Airport
1249,VIT,LEVT,Vitoria/Foronda Airport
1250,VGO,LEVX,Vigo Airport
1251,SDR,LEXJ,Santander Airport
1252,ZAZ,LEZG,Zaragoza Air Base
1253,SVQ,LEZL,Sevilla Airport
1254,CQF,LFAC,Calais-Dunkerque Airport
1255,,LFAG,Péronne-Saint-Quentin Airport
1256,,LFAI,Nangis-Les Loges Airport
1257,,LFAO,Bagnoles-de-l'Orne-Couterne Airport
1258,BYF,LFAQ,Albert-Bray Airport
1259,LTQ,LFAT,Le Touquet-Côte d'Opale Airport
1260,XVS,LFAV,Valenciennes-Denain Airport
1261,,LFAY,Amiens-Glisy Airport
1262,AGF,LFBA,Agen-La Garenne Airport
1263,,LFBC,Cazaux (BA 120) Air Base
1264,BOD,LFBD,Bordeaux-Mérignac Airport
1265,EGC,LFBE,Bergerac-Roumanière Airport
1266,,LFBF,Toulouse-Francazal (BA 101) Air Base
1267,CNG,LFBG,Cognac-Châteaubernard (BA 709) Air Base
1268,PIS,LFBI,Poitiers-Biard Airport
1269,MCU,LFBK,Montluçon-Guéret Airport
1270,LIG,LFBL,Limoges Airport
1271,,LFBM,Mont-de-Marsan (BA 118) Air Base
1272,NIT,LFBN,Niort-Souché Airport
1273,TLS,LFBO,Toulouse-Blagnac Airport
1274,PUF,LFBP,Pau Pyrénées Airport
1275,,LFBR,Muret-Lherm Airport
1276,LDE,LFBT,Tarbes-Lourdes-Pyrénées Airport
1277,ANG,LFBU,Angoulême-Brie-Champniers Airport
1278,BVE,LFSL,Brive Souillac Airport
1279,PGX,LFBX,Périgueux-Bassillac Airport
1280,BIQ,LFBZ,Biarritz-Anglet-Bayonne Airport
1281,ZAO,LFCC,Cahors-Lalbenque Airport
1282,,LFCG,Saint-Girons-Antichan Airport
1283,,LFCH,Arcachon-La Teste-de-Buch Airport
1284,LBI,LFCI,Albi-Le Séquestre Airport
1285,DCM,LFCK,Castres-Mazamet Airport
1286,,LFCL,Toulouse-Lasbordes Airport
1287,,LFCM,Millau-Larzac Airfield
1288,,LFCQ,Graulhet-Montdragon Airport
1289,RDZ,LFCR,Rodez-Marcillac Airport
1290,,LFCU,Ussel-Thalamy Airport
1291,,LFCW,Villeneuve-sur-Lot Airport
1292,RYN,LFCY,Royan-Médis Airport
1293,,LFCZ,Mimizan Airport
1294,,LFDA,Aire-sur-l'Adour Airport
1295,XMW,LFDB,Montauban Airport
1296,,LFDH,Auch-Lamothe Airport
1297,,LFDI,Libourne-Artigues-de-Lussac Airport
1298,,LFDJ,Pamiers-Les Pujols Airport
1299,,LFDM,Marmande-Virazeil Airport
1300,RCO,LFDN,Rochefort-Saint-Agnant (BA 721) Airport
1301,,LFED,Pontivy Airport
1302,,LFEH,Aubigny-sur-Nère Airport
1303,,LFES,Guiscriff Scaer Airport
1305,,LFFI,Ancenis Airport
1306,,LFFN,Brienne-le-Château Airport
1307,CMR,LFGA,Colmar-Houssen Airport
1308,,LFGF,Beaune-Challanges Airport
1309,DLE,LFGJ,Dole-Tavaux Airport
1310,,LFGK,Joigny Airport
1311,,LFGW,Verdun-Le Rozelier Airfield
1312,OBS,LFHO,Aubenas-Ardèche Méridional Airport
1313,LPY,LFHP,Le Puy-Loudes Airport
1314,,LFHQ,Saint-Flour-Coltines Airport
1315,,LFHS,Bourg-Ceyzériat Airport
1316,,LFHV,Villefranche-Tarare Airport
1317,,LFHY,Moulins-Montbeugny Airport
1318,,LFIF,Saint-Affrique-Belmont Airport
1319,,LFIG,Cassagnes-Bégonhès Airport
1320,ETZ,LFJL,Metz-Nancy-Lorraine Airport
1321,BIA,LFKB,Bastia-Poretta Airport
1322,CLY,LFKC,Calvi-Sainte-Catherine Airport
